b'1.',"b'The Law of Contract (Amendment) Bill, 2019'",b'Waititu Francis Munyua',b'No. 1 of 2019',b'28/01/19',b'10/02/19',b'3',b'13/02/19',b'26/6/20193/7/2019Committee on 18/09/19',b'18/09/19',b'Passed',b'-'
b'23.',"b'The Commission on    Administrative Justice Bill, 2011'",b'',"b'Minister for Justice,    National Cohesion and Constitutional Affairs'",b'15/7/2011',b'20/7/2011',b'62',b'20/7/2011',b'24/8/2011',b'25/8/2011',b'\xc2\xa0Supp. No 110'
b'22.',"b'The Political Parties Bill,    2011'",b'',"b'Minister for Justice,    National Cohesion and Constitutional Affairs'",b'15/7/2011',b'20/7/2011',b'61',b'20/7/2011',b'2/8/20113/8/2011',b'18/8/201123/8/2011',b'\xc2\xa0Supp. No 97'
b'21.',"b'The Engineers Bill, 2011'",b'',b'Minister for Roads',b'1/7/2011',b'15/7/2011',b'56',b'2/8/2011',b'12/10/2011',b'30/11/11',b'-'
b'20.',"b'The Public Service    Superannuation Scheme Bill, 2011'",b'',b'Minister of State for Public    Service',b'17/6/2011',b'1/7/2011',b'55',b'27/7/2011',b'11/10/2011',b'17/04/2012',b'-'
b'19.',"b'The Alcoholic Drinks Control    (Amendment) Bill, 2011'",b'',b'Hon. Fred Kapondi',b'30/5/2011',b'13/7/2011',b'54',b'19/7/2011',b'26/09/201228/11/2012',b'\xc2\xa026/09/201203/10/2012',b'\xc2\xa0-'
b'18.',"b'The Central Depositories (Amendment) Bill, 2011'",b'',b'Deputy Prime Minister and Minister for Finance',b'08/06/2011',b'22/06/2011',b'44',b'19/07/2011',b'18/10/2011',b'09/11/2011',b'-'
b'17.',"b'The Capital Markets (Amendment) Bill, 2011'",b'',b'Deputy Prime Minister and Minister for Finance',b'08/06/2011',b'22/06/2011',b'43',b'19/07/2011',b'18/10/2011',b'09/11/2011',b'-'
b'16.',"b'The Finance Bill, 2011'",b'',b'Deputy Prime Minister and Minister for Finance',b'08/06/2011',b'22/06/2011',b'42',b'19/07/2011',b'18/10/2011',b'19/04/2011',b'-'
b'15.',"b'The Water (Amendment) Bill,    2011'",b'',b'Hon. John Mbadi Ng?ong?o',b'28/4/2011',b'11/05/2011',b'41',b'\xc2\xa0-',b'\xc2\xa0-',b'\xc2\xa0-',b'\xc2\xa0-'
b'14.',"b'The Sugar (Amendment) Bill,    2011'",b'',b'Hon. John Mututho',b'4/4/2011',b'18/4/2011',b'40',b'20/7/2011',b'\xc2\xa0',b'\xc2\xa0',b'\xc2\xa0'
b'13.',"b'The National Drug Control Authority Bill, 2011'",b'',b'Hon. Amina Abdalla',b'24/03/2011',b'06/04/2011',b'39',b'20/7/2011',b'14/03/2012',b'\xc2\xa016/05/2012',b'\xc2\xa0Supp. No 79'
b'12.',"b'The Customs and Excise (Amendment) Bill, 2011'",b'',b'Hon. Julius Kones',b'04/04/2011',b'18/04/2011',b'38',b'27/7/2011',b'05/12/2012',b'\xc2\xa019/12/2012',b'\xc2\xa0-'
b'11.',"b'The Independent Offices    (Appointment) Bill, 2011'",b'',b'Deputy Prime Minister and    Minister for Finance',b'26/5/2011',b'8/6/2011',b'37',b'9/6/2011',b'15/6/2011',b'16/6/2011',b'\xc2\xa0Supp. No 57'
b'10.',"b'The Supreme Court Bill, 2011'",b'',"b'Minister for Justice,    National Cohesion and Constitutional Affairs'",b'20/5/2011',b'25/5/2011',b'35',b'25/5/2011',b'2/6/2011',b'7/6/2011',b'\xc2\xa0Supp. No 52'
b'9.',"b'The Vetting of Judges and    Magistrates (Amendment) Bill, 2011'",b'',"b'Minister for Justice,    National Cohesion and Constitutional Affairs'",b'26/4/2011',b'10/5/2011',b'30',b'4/5/2011',b'5/5/2011',b'11/5/2011',b'\xc2\xa0Supp. No. 34'
b'8.',"b'The Salaries and    Remuneration Commission Bill, 2011'",b'',b'Minister for State for    Public Service',b'5/4/2011',b'13/4/2011 ',b'26',b'13/4/2011',b'12/5/201117/5/2011',b'31/05/201120/07/2011',b'\xc2\xa0Supp. No. 69'
b'7.',"b'The Unclaimed Financial    Assets Bill, 2011'",b'',b'Hon. Joseph Lekutan',b'6/4/2011',b'21/4/\xc2\xa02011',b'25',b'10/5/2011',"b'4/8/2011, 11/8/201118/8/2011'",b'\xc2\xa03/11/2011',b'\xc2\xa0Supp. No 162'
b'6.',"b'The Independent Electoral    and Boundaries Commission Bill, 2011'",b'',"b'Minister for Justice,    National Cohesion and Constitutional Affairs'",b'7/4/2011',b'13/04/2011',b'24',b'13/4/2011',b'26/4/201127/4/201103/5/201104/5/201105/5/201110/5/201111/5/201112/5/2011',b'31/5/2011',b'\xc2\xa0-'
b'5.',"b'The Supplementary    Appropriation Bill, 2011'",b'',b'Deputy Prime Minister and    Minister for Finance',b'31/3/2011',b'13/4/2011',b'22',b'13/4/2011',b'13/4/2011',b'13/4/2011',b'\xc2\xa0Supp. No. 29'
b'4.',"b'The Public Appointments    (Parliamentary Approval) Bill, 2011'",b'',b'Hon. Danson Mungatana',b'24/2/2011',b'10/3/2011',b'14',b'31/03/2011',b'19/7/2011   20/7/2011',b'13/10/2011     18/10/2011',b'\xc2\xa0Supp. No 145'
b'3',"b'National Construction Authority Bill, 2011'",b'',b'Minister for Public Works',b'4/1/2011',b'19/1/2011',b'5',b'10/5/2011',b'24/5/2011     25/5/2011',b'13/10/2011       18/10/2011',b'\xc2\xa0Supp. No. 163'
b'2.',"b'The Judicial Service Bill,    2011'",b'',"b'Minister for Justice,    National Cohesion and Constitutional Affairs'",b'27/1/2011',b'2/2/2011',b'2',b'2/2/2011',b'9/2/2011       10/2/2011     15/2/2011',b'23/2/2011',b'\xc2\xa0Supp. No. 17'
b'1.',"b'The Vetting Of Judges and    Magistrates Bill, 2011'",b'',"b'Minister for Justice,    National Cohesion and Constitutional Affairs'",b'27/1/2011',b'2/2/2011',b'1',b'2/2/2011',b'8/2/2011     9/2/2011',b'16/2/2011',b'\xc2\xa0Supp. No. 18'
b'1.',"b'The Law of Contract (Amendment) Bill, 2019'",b'Waititu Francis Munyua',b'No. 1 of 2019',b'28/01/19',b'10/02/19',b'3',b'13/02/19',b'26/6/20193/7/2019Committee on 18/09/19',b'18/09/19',b'Passed',b'-'
b'2.',"b'The Livestock and Livestock Products Marketing Board Bill, 2019'","b'Bashir Abdullaih, Member of Parliament'",b'No. 2 of 2019',b'07/02/19',b'20/02/19',b'6',b'20/03/19',b'-',b'-',b'-',b'-'
b'3.',"b'The Institute of Directors of Kenya Bill, 2019'","b'Chris Wamalwa, Member of Parliament'",b'No. 3 of 2019',b'19/02/19',b'04/03/19',b'9',b'20/03/19',b'31/07/1911/09/19',b'-',b'-',b'-'
b'4.',"b'The Industrial Training (Amendment) Bill, 2019'","b'Jude Njomo, Member of Parliament'",b'No. 4 of 2019',b'01/03/19',b'-',b'11',b'-',b'-',b'-',b'-',b'-'
b'5.',"b'The Anti-Corruption and Economic Crimes (Amendment) Bill, 2019'","b'Ndindi Nyoro, Member of Parliament'",b'No. 6 of 2019',b'01/03/19',b'-',b'13',b'20/03/19',b'09/10/1916/10/1930/10/19',b'-',b'-',b'-'
b'6.',"b'The Narcotic Drugs and Psychotropic Substances (Control)(Amendment) Bill, 2019'","b'Mohamed Ali Mohamed, Member of Parliament'",b'No. 7 of 2019',b'01/03/19',b'15/03/19',b'14',b'03/04/19',b'-',b'-',b'-',b'-'
b'7.',"b'The National Youth Council\xc2\xa0 (Amendment) Bill, 2019'","b'Gideon Keter, Member of Parliament'",b'No. 8 of 2019',b'01/03/19',b'-',b'15',b'-',b'-',b'-',b'-',b'-'
b'8.',"b'The Higher Education Loans Board (Amendment) Bill, 2019'","b'Ruweida Mohamed Obo, Member of Parliament'",b'No. 9 of 2019',b'01/03/19',b'-',b'16',b'-',b'-',b'-',b'-',b'-'
b'9.',"b'The National Disaster Management Authority Bill, 2019'","b""Kimani Ichung'wah, Member of Parliament""",b'No. 10 of 2019',b'01/03/19',b'-',b'17',b'-',b'-',b'-',b'-',b'-'
b'10.',"b'The Division of Revenue Bill, 2019'","b""Kimani Ichung'wah, Chairperson, Budget and Appropriations Committee""",b'No. 11 of 2019',b'06/03/19',b'-',b'18',b'-',b'-',b'-',b'-',b'-'
b'11.',"b'The National Cohesion and Integration (Amendment) Bill, 2019'",b'Maina Kamanda',b'No. 12 of 2019',b'13/03/19',b'26/03/19',b'20',b'27/03/19',b'08/05/19Committee Stage09/05/19',b'09/05/19',b'Passed',b'-'
b'12.',"b'The Statutory Instruments (Amendment) Bill, 2019'","b'Muturi Kigano, Member of Parliament'",b'No. 13 of 2019',b'15/03/19',b'-',b'21',b'-',b'-',b'-',b'-',b'-'
b'13.',"b'The Public Order (Amendment) Bill, 2019'","b""Simon King'ara, Member of Parliament""",b'No. 14 of 2019',b'15/03/19',b'29/03/19',b'22',b'24/04/19',b'24/04/19',b'-',b'-',b'-'
b'14.',"b'The Employment (Amendment) Bill, 2019'","b'Martha Wangari, Member of Parliament'",b'No. 15 of 2019',b'15/03/19',b'29/03/19',b'23',b'03/04/19',b'07/08/1918/09/19',b'-',b'-',b'-'
b'15.',"b'The National Government Constituencies Development Fund (Amendment) Bill, 2019'","b'Makali Mulu, Member of Parliament'",b'No. 16 of 2019',b'15/03/19',b'-',b'24',b'-',b'-',b'-',b'-',b'-'
b'16.',"b'The Public Service (Values and Principles)(Amendment) Bill, 2019'","b'Andrew Mwadime, Member of Parliament'",b'No. 17 of 2019',b'15/03/19',b'29/03/19',b'25',b'02/05/19',b'-',b'-',b'-',b'-'
b'17.',"b'The Labour Relations (Amendment) Bill, 2019'","b'Kimani Ichungwa, Member of Parliament'",b'No. 18 of 2019',b'15/03/19',b'29/03/19',b'26',b'24/04/19',b'-',b'-',b'-',b'-'
b'18.',"b'The Kenya Information and Communications (Amendment) Bill, 2019'","b'Elisha Odhiambo, Member of Parliament'",b'No. 20 of 2019',b'15/03/19',b'28/03/19',b'28',b'-',b'-',b'-',b'-',b'-'
b'19.',"b'The Statute Law (Miscellaneous Amendment) Bill, 2019'","b'Aden Duale, Leader of Majority Party'",b'No. 21 of 2019',b'29/03/19',b'02/04/19',b'33',b'03/04/19',"b""09/05/1904/06/19Committee stage:Pending12/6/19President's recommendation""",b'13/06/19',b'Passed',b'-'
b'20.',"b'The Sectional Properties Bill, 2019'","b'Aden Duale, Leader of Majority Party'",b'No. 23 of 2019',b'29/03/19',b'11/04/19',b'35',b'02/05/19',b'08/08/1910/09/2019',b'-',b'-',b'-'
b'21.',"b'The Independent Electoral and Boundaries Commission (Amendment) Bill, 2019'","b'Jude Njomo, Member of Parliament'",b'No. 24 of 2019',b'29/03/19',b'11/04/19',b'36',b'02/05/19',b'-',b'-',b'-',b'-'
b'22.',"b'The National Drought Management Authority (Amendment) Bill, 2019'","b'Aden Duale, Leader of Majority Party'",b'No. 26 of 2019',b'05/04/19',b'18/04/19',b'43',b'02/05/19',b'06/08/1907/08/19Committee stage08/08/19(ongoing)',b'10/09/19',b'-',b'-'
b'23.',"b'The Public Service Commission (Amendment) Bill, 2019'","b'Benjamin Gathiru Mwangi, Member of Parliament'",b'No. 27 of 2019',b'05/04/19',b'18/04/19',b'44',b'02/05/19',b'-',b'07/11/19',b'-',b'-'
b'24.',"b'The Traffic (Amendment) Bill, 2019'","b'Jude Njomo, Member of Parliament'",b'No. 28 of 2019',b'05/04/19',b'-',b'45',b'08/05/19',b'-',b'-',b'-',b'-'
b'25.',"b""The County Governments' Retirement Scheme Bill, 2019""","b'Chachu Ganya, Member of Parliament'",b'No. 29 of 2019',b'05/04/19',b'18/04/19',b'46',b'08/05/19',b'-',b'-',b'-',b'-'
b'26.',"b'The Independent Electoral and Boundaries Commission (Amendment)(No. 2) Bill, 2019'","b'Jeremiah Kioni, Chairperson, Constitutional Implementation Oversight Committee '",b'No. 30 of 2019',b'15/04/19',b'28/03/19',b'53',b'02/05/19',b'-',b'-',b'-',b'-'
b'27.',"b'The Kenya Food and Drugs Authority Bill, 2019'","b'Robert Pukose, Member of Parliament'",b'No. 31 of 2019',b'15/04/19',b'28/03/19',b'54',b'02/05/19',b'-',b'-',b'-',b'-'
b'28.',"b'The Crops (Amendment)(No. 2) Bill, 2019'","b'Moses Kuria, Member of Parliament'",b'No. 32 of 2019',b'15/04/19',b'28/03/19',b'55',b'02/05/19',b'-',b'-',b'-',b'-'
b'29.',"b'The Kenya Institute of Curriculum Development (Amendment) Bill, 2019'","b'Joyce Emanikor, Member of Parliament'",b'No. 33 of 2019',b'15/04/19',b'28/04/19',b'56',b'26/06/19',b'-',b'-',b'-',b'-'
b'30.',"b'The Assisted Reproductive Technology Bill, 2019'","b'Millie Odhiambo Mabona, Member of Parliament'",b'No. 34 of 2019',b'15/04/19',b'28/04/19',b'57',b'-',b'-',b'-',b'-',b'-'
b'31.',"b'The Public Participation (No. 2) Bill, 2019'","b'Chris Wamalwa, Member of Parliament'",b'No. 71 of 2019',b'11/10/19',b'-',b'71',b'-',b'-',b'-',b'-',b'-'
b'32.',"b'The Anti-Corruption and Economic Crimes (Amendment) Bill, 2019'","b'Silas Kipkoech Tiren, Member of Parliament'",b'No. 72 of 2019',b'14/10/19',b'-',b'72',b'-',b'-',b'-',b'-',b'-'
b'33.',"b'The Gaming Bill, 2019'","b'Victor Munyaka, Chairperson, Departmental Committee on Sports, Tourism and Culture'",b'No. 38 of 2019',b'27/05/19',b'10/06/19',b'74',b'11/06/19',b'-',b'-',b'-',b'-'
b'34.',"b'The Constitution of Kenya (Amendment)(No.2) Bill, 2019'","b'George Kariuki GK, Member of Parliament'",b'No. 40 of 2019',b'07/06/19',b'-',b'79',b'-',b'-',b'-',b'-',b'-'
b'35.',"b'The Kenya Uwezo Fund Bill, 2019'","b'D.K. Bowen, Member of Parliament'",b'No. 42 of 2019',b'17/06/19',b'26/06/19',b'86',b'03/07/19',b'-',b'-',b'-',b'-'
b'36.',"b'The Equalisation Fund Bill, 2019'","b'Kassait Kamket, Member of Parliament'",b'No. 43 of 2019',b'18/06/19',b'-',b'87',b'-',b'-',b'-',b'-',b'-'
b'37.',"b'The Data Protection Bill, 2019'","b'Aden Duale, Leader of Majority'",b'No. 44 of 2019',b'21/05/19',b'21/06/19',b'93',b'04/07/19',b'29/10/1930/10/19Committee stage on 06/11/19',b'07/11/19',b'Passed on 07/11/19',b'-'
b'38.',"b'The Parliamentary Pensions (Amendment) Bill, 2019'","b""John Mbadi Ng'ongo, Member of Parliament""",b'No. 45 of 2019',b'21/06/19',b'18/04/19',b'94',b'-',b'-',b'-',b'-',b'-'
b'39.',"b'The Radiographers Bill, 2019'","b'Sabina W Chege, Member of Parliament'",b'No. 47 of 2019',b'25/06/19',b'-',b'97',b'25/07/19',b'08/07/19',b'-',b'-',b'-'
b'40.',"b'The Competition (Amendment) Bill, 2019'","b'Aden Duale, Leader of Majority'",b'No. 49 of 2019',b'01/07/19',b'-',b'102',b'14/07/19',b'23/07/19',b'-',b'-',b'-'
b'41.',"b'The Insurance (Amendment) Bill, 2019'","b'Aden Duale, Leader of Majority'",b'No. 50 of 2019',b'01/07/19',b'14/07/19',b'103',b'23/07/19',b'-',b'-',b'-',b'-'
b'42.',"b'The Finance Bill, 2019'","b'J.K. Limo, Chairperson, Departmental Committee on Finance and National Planning'",b'No. 51 of 2019',b'01/07/19',b'14/07/19',b'104',b'23/07/19',b'-',b'-',b'-',b'07/11/19'
b'43.',"b'The Constitution of Kenya (Amendment) Bill, 2019'","b'G. B. Shollei, Member of Parliament'",b'No. 53 of 2019',b'04/07/19',b'17/07/19',b'108',b'24/07/19',b'',b'-',b'-',b'-'
b'44.',"b'The Land (Amendment) Bill, 2019'","b'Aden Duale, Leader of Majority'",b'No. 54 of 2019',b'04/07/19',b'17/07/19',b'109',b'24/07/19',b'',b'-',b'-',b'-'
b'45.',"b'The Banking (Amendment) Bill, 2019'","b'Jude Njomo, Member of Parliament'",b'No. 55 of 2019',b'05/07/19',b'18/07/19',b'110',b'24/07/19',b'',b'-',b'-',b'-'
b'46.',"b'The Parliamentary Pensions (Amendment)(No. 3) Bill, 2019'",b'Andrew Mwadime',b'No. 57 of 2019',b'09/07/19',b'22/07/19',b'115',b'24/07/19',b'24/07/19',b'-',b'-',b'-'
b'47.',"b'The National Government Constituencies Development Fund (Amendment) Bill, 2019'","b'D.E. SIMIYU, Member of Parliament'",b'No. 58 of 2019',b'12/07/19',b'-',b'118',b'-',b'-',b'-',b'-',b'-'
b'48.',"b'The Division Revenue (No. 2) Bill, 2019'","b""Kimani Ichung'wah, Chairperson, Budget and Appropriations Committee""",b'No. 59 of 2019',b'16/07/19',b'22/07/19',b'119',b'23/07/19',b'25/07/19Committee stage: ',b'25/07/19',b'Passed; ',b'-'
b'49.',"b'The Kenya Information and Communication (Amendment) Bill, 2019'","b'M. M. Injendi, Member of Parliament'",b'No. 61 of 2019',b'24/07/19',b'-',b'125',b'-',b'-',b'-',b'-',b'-'
b'50.',"b'The Refugees Bill, 2019'","b'Aden Duale, Leader of the Majority Party, National Assembly'",b'No. 62 of 2019',b'26/07/19',b'-',b'126',b'26/07/19',b'08/08/19',b'-',b'-',b'-'
b'51.',"b'The Public Finance Management (Amendment) Bill, 2019'","b""Kimani Ichung'wah, Chairperson, Budget and Appropriations Committee""",b'No. 63 of 2019',b'02/08/19',b'-',b'135',b'-',b'-',b'-',b'-',b'-'
b'52.',"b'The Public Fundraising Appeals Bill, 2019'","b'Jeremiah Kioni, Chairperson, Constitutional Implementation Oversight Committee'",b'No. 66 of 2019',b'17/09/19',b'-',b'157',b'-',b'-',b'-',b'-',b'-'
b'53.',"b'The Sugar Bill, 2019'","b'Wafula Wamunyinyi, Member of Parliament'",b'No. 68 of 2019',b'02/10/19',b'15/10/19',b'166',b'30/10/19',b'-',b'-',b'-',b'-'
b'54.',"b'The Alcoholic Drinks Control (Amendment) Bill, 2019 '","b'Silvanus Osoro Onyiego, Member of Parliament'",b'No. 70 of 2019',b'04/10/19',b'17/10/19',b'168',b'30/10/19',b'-',b'-',b'-',b'-'
b'55.',"b'The Waqf Bill, 2019'","b'Aden Duale, Leader of the Majority Party'",b'No. 73 of 2019',b'18/10/19',b'31/10/19',b'176',b'06/11/19',b'-',b'-',b'-',b'-'
b'\xc2\xa01',"b'The County Governments Bill, 2012'","b'Musalia Mudavadi, Deputy Prime Minister and Minister for Local Government'",b'\xc2\xa013/01/2012',b'\xc2\xa027/01/2012',b'\xc2\xa01',b'\xc2\xa014/02/2012',b'15/02.201216/02/201221/02/2012',b'\xc2\xa023/02/201219/06/2012',b'\xc2\xa0Supp. No 82'
b'\xc2\xa02',"b'The Transition to Devolved Governments Bill, 2012'","b'Musalia Mudavadi, Deputy Prime Minister and Minister for Local Government'",b'\xc2\xa020/01/2012',b'3/02/2012',b'\xc2\xa04',b'\xc2\xa014/02/2012',b'\xc2\xa021/02/2012',b'\xc2\xa023/02/2012',b'\xc2\xa0Supp. No 14'
b'\xc2\xa03',"b'The Intergovernmental Relations Bill, 2012'","b'\xc2\xa0Musalia Mudavadi, Deputy Prime Minister and Minister for Local Government'",b'\xc2\xa020/01/2012',b'\xc2\xa03/02/2012',b'\xc2\xa05',b'14/02/2012',b'\xc2\xa021/02/2012',b'\xc2\xa023/02/2012',b'\xc2\xa0Supp. No 15 '
b'4',"b'The Land Registration Bill, 2012'","b'James Orengo, Minister for Lands'",b'10/02/2012',b'24/02/2012',b'8',b'15/02/2012',b'22/02/2012',b'25/04/2012',b'Supp. No 33'
b'5',"b'The National Land Commission Bill, 2012'","b'James Orengo, Minister for Lands'",b'10/02/2012',b'24/02/2012',b'9',b'15/02/2012',b'22/02/2012',b'25/04/2012',b'Supp. No 36'
b'6',"b'The Land Bill, 2012'","b'James Orengo, Minister for Lands'",b'10/02/2012',b'24/02/2012',b'10',b'22/02/2012',b'18/04/2012',b'26/04/2012',b'Supp. No 37'
b'7.',"b'The Public Financial Management Bill, 2012'","b'R.N. Githae, Ag. Minister for Finance'",b'22/02/2012',b'06/03/2012',b'11',b'29/02/201',b'13/03/201214/03/201215/03/201219/06/2012',b'21/06/201227/06/2012',b'Supp. No 94'
b'8.',"b'The Traffic (Amendment) Bill, 2012'","b'Hon. Jakoyo Midiwo, Member of Parliament'",b'21/11/2011',b'04/12/2011',b'19',b'17/04/201227/06/2012',b'16/05/201206/06/201213/06/201220/06/201227/06/2012',b'25/09/2012',b'-'
b'9.',"b'The Prohibition of Pyramid Schemes Bill, 2012'","b'Hon. Boni Khalwale, Member of Parliament'",b'10/02/2012',b'24/03/2012',b'23',b'09/05/2012',b'29/08/2012',b'-',b'-'
b'11.',"b'The Social Assistance Bill, 2012'","b'Hon. Joyce Cherono Laboso, Member of Parliament'",b'08/09/2011',b'22/09/2011',b'24',b'16/05/201',b'10/10/2012',b'19/12/2012',b'-'
b'12.',"b'The Supplementary Appropriation Bill, 2012'","b'R. N. Githae, Minister for Finance'",b'20/04/2012',b'03/05/2012',b'28',b'03/05/2012',b'03/05/2012',b'03/05/2012',b'Supp No. 40'
b'13.',"b'The Public Private Partnerships Bill, 2012'","b'Robinson Githae, Minister for Finance'",b'05/04/2012',b'19/04/2012',b'29',b'09/05/2012',b'08/08/2012',b'18/12/2012',b'-'
b'14.',"b'The National Drought Management Authority Bill, 2012'","b'Francis Chachu Ganya, Member of Parliament'",b'01/03/2012',b'15/03/2012',b'30',b'27/06/2012',b'05/09/2012',b'-',b'-'
b'15',"b'The Internally Displaced Persons Bill, 2012'","b'Ekwee Ethuro, Member of Parliament'",b'21/02/2012',b'05/03/2012',b'31',b'13/06/2012',b'19/09/2012',b'04/10/2012',b'-'
b'16',"b'The Public Benefit Organizations Bill, 2012'","b'Sophia Abdi Noor, Member of Parliament'",b'21/12/2011',b'3/01/2012',b'32',b'27/06/2012',b'05/12/2012',b'19/12/2012',b'-'
b'17',"b'The Statute Law (Miscellaneous Amendments) Bill, 2012'","b'Prof. Githu Muigai, Attorney General'",b'02/05/2012',b'10/05/2012',b'34',b'10/05/2012',b'15/05/201224/05/201205/06/201206/06/2012',b'20/06/201221/06/201228/06/2012',b'Supp. No 72'
b'18',"b'The Prohibition of Anti-Personnel Mines Bill, 2012'","b'M.Y. Haji, Minister of State for Defence'",b'6/03/2012',b'20/03/2012',b'38',b'-',b'-',b'-',b'-'
b'19',"b'The Public Service Commission Bill, 2012'","b'Dalmas Otieno, Minister of State for Public Service'",b'15/05/2012',b'29/05/2012',b'46',b'05/06/2012',b'26/06/2012',b'28/06/2012',b'Supp. No 78'
b'20',"b'The Teachers Service Commission Bill, 2012'","b'Mutula Kilonzo, Minister for Education'",b'14/05/2012',b'28/05/2012',b'47',b'05/06/2012',b'21/06/201226/06/2012',b'14/08/2012',b'Supp. No 101'
b'21',"b'The Kenya National AIDS Commission Bill, 2012'","b'Robert Monda, Member of Parliament'",b'11/04/2012',b'24/04/2012',b'50',b'13/06/2012',b'-',b'-',b'-'
b'22',"b'The Kenya Medical Supplies Authority Bill, 2012'","b'Robert Monda, Member of Parliament'",b'11/04/2012',b'24/04/2012',b'51',b'20/06/2012',b'-',b'-',b'-'
b'23',"b'The Value Added Tax Bill, 2012'","b'Robinson Githae, Minister for Finance.'",b'14/06/2012',b'28/06/2012',b'54',b'27/09/2012',b'-',b'-',b'-'
b'24',"b'The Central Bank (Amendment) Bill, 2012'","b'Robinson Githae, Minister for Finance.'",b'14/06/2012',b'28/06/2012',b'55',b'07/08/2012',b'11/09/201212/09/2012',b'13/09/2012',b'-'
b'25',"b'The Capital Markets (Amendment) Bill, 2012'","b'Robinson Githae, Minister for Finance.'",b'14/06/2012',b'28/06/2012',b'56',b'07/08/2012',b'12/09/2012',b'13/09/2012',b'-'
b'26',"b'The Proceeds of Crime and Anti-Money Laundering (Amendment) Bill, 2012'","b'Robinson Githae, Minister for Finance.'",b'14/06/2012',b'28/06/2012',b'57',b'08/08/2012',b'19/09/2012',b'03/10/2012',b'-'
b'27',"b'The Finance Bill, 2012'","b'Robinson Githae, Minister for Finance.'",b'14/06/2012',b'28/06/2012',b'58',b'07/08/2012',b'14/08/201215/08/2012',b'04/10/2012',b'-'
b'28',"b'The Sports Bill, 2012'","b'Paul Otuoma, Minister for Youth Affairs and Sports'",b'21/05/2012',b'04/06/2012',b'60',b'05/09/2012',b'10/10/2012',b'18/12/2012',b'-'
b'29',"b'The Climate Change Authority Bill, 2012'","b'Wilbur K Ottichilo, Member of Parliament'",b'16/04/2012',b'30/04/2012',b'61',b'02/10/2012',b'28/11/2012',b'11/2/2012',b'-'
b'30',"b'The Traffic (Amendment) Bill, 2012'","b'Amos Kimunya, Minister for Transport'",b'15/06/2012',b'29/06/2012',b'64',b'15/08/2012',b'18/09/2012',b'25/09/2012',b'-'
b'31',"b'The Appropriation Bill, 2012'","b'Robinson Njeru Githae, Minister for Finance'",b'26/06/2012',b'28/06/2012',b'65',b'28/06/2012',b'28/06/2012',b'28/06/2012',b'Supp. No 67'
b'32',"b'The Assumption of The Office of President Bill, 2012'","b'Mohamed Yusuf Haji, Acting Minister of State for Provincial Administration and Internal Security.'",b'22/06/2012',b'06/07/2012',b'70',b'01/08/2012',b'09/08/2012',b'23/08/201224/08/2012',b'Supp. No 104'
b'33',"b'The Prevention of Terrorism Bill, 2012'","b'Mohamed Yusuf Haji, Ag. Minister of State for Provincial Administration and Internal Security'",b'04/7/2012',b'\xc2\xa018/07/2012',b'77',b'\xc2\xa028/08/2012',b'19/09/201220/09/201226/09/2012',b'27/09/2012',b'-'
b'34',"b'The National Intelligence Service Bill, 2012'","b'Mohamed Yusuf Haji, Acting Minister of State of Provincial Administration and Internal Security'",b'03/08/2012',b'09/08/2012',b'84',b'02/08/2012',b'22/08/2012',b'24/08/2012',b'Supp. No 143'
b'35',"b'The National Security Council Bill, 2012'","b'Mohamed Yusuf Haji, Acting Minister of State of Provincial Administration and Internal Security'",b'03/08/2012',b'09/08/2012',b'85',b'02/08/2012',b'22/08/2012',b'24/08/2012',b'Supp. No 112'
b'36',"b'The Leadership and Integrity Bill, 2012'","b'Eugene Wamalwa, Minister for Justice, Nations, Cohesion and Constitutional Affairs'",b'03/8/2012',b'\xc2\xa009/08/2012',b'\xc2\xa086',b'\xc2\xa002/08/2012',b'16/08/201221/08/201222/08/2012',b'24/08/2012',b'Supp. No 100'
b'37',"b'The Petitions to Parliament (Procedure) Bill, 2012'","b'Eugene Wamalwa, Minister for Justice, Nations, Cohesion and Constitutional Affairs'",b'03/8/2012',b'\xc2\xa009/08/2012',b'\xc2\xa087',b'\xc2\xa002/08/2012',b'22/08/2012',b'24/08/2012',b'Supp. No 105'
b'38',"b'The Kenya Defence Forces Bill, 2012'","b'Mohamed Yusuf Haji, Minister for Defence'",b'03/08/2012',b'17/08/2012',b'88',b'16/08/2012',b'22/08/2012',b'24/08/2012',b'Supp. No 114'
b'39',"b'The National Transport and Safety Authority Bill,2012'","b'Amos Kimunya, Minister for Transport'",b'03/08/2012',b'17/08/2012',b'90',b'28/08/2012',b'12/09/2012',b'25/09/2012',b'-'
b'40',"b'The Breast Milk Substitutes (Regulation and Control) Bill, 2012'","b'Beth Mugo, Minister for Public Health and Sanitation'",b'02/08/2012',b'16/08/2012',b'91',b'29/08/2012',b'12/09/2012',b'19/09/201220/09/2012',b'-'
b'41',"b'The Alcoholic Drinks Control (Amendment) Bill, 2012'","b'John Mututho, Member of Parliament.'",b'27/07/2012',b'9/08/2012',b'95',b'11/09/2012',b'-',b'-',b'-'
b'42',"b'The Constitutional Office Holders (Security) Bill, 2012'","b'Gideon S. Konchela, Member of Parliament.'",b'16/08/2012',b'30/08/2012',b'96',b'12/09/2012',b'-',b'-',b'-'
